文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,是否付费,文章发布国家,文章发布省份,阅读数,在看数,点赞数,留言数,赞赏数,视频数,音频数
2023-02-22,是不是感觉市场又不行了？,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487924&idx=1&sn=3a6364e39f727b63e03db0bd3234ea90&chksm=976eda1da019530bd3c449760d89933ff6b61101f7208a4ce09a9ed73851753f9981e29895f8&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qMqrAYkEOMbiaGVZQ3S8slyl7k1icZrCHt80qF2FQwjTMeCnqSu7K6M2jdT36Npkmlnic5FQicLTpodA/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,48,0,0,0
2023-02-19,锂电池行业的特大事件,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487917&idx=1&sn=2816188943a77d1536f78d6ca237682d&chksm=976eda04a01953129fcb0b2dc41afcf487f41c11d7bac2a4dc65c5e69f2d00ed1d8bd3d4adc7&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1oauFBP2CSNhAIuvEZdksOywovUpruBAcPUwycjVRKSrzKuISw6W4IkMgKrC9kjUN4gp2m8tnR4vA/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,50,0,0,0
2023-02-15,美国又限制了,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487904&idx=1&sn=018e3069db643f9a2a2aa4c66da1236e&chksm=976eda09a019531ff4f5782a9218c77611f6d3500f41ef791b3fb321952639de9e8366992171&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rsHHLn4hfBwWbFj42PXnic9XxcshA5cIFzqy3WGQ7gqZp71EmrH6P9l1hMSHcOZdjxicr7yr088ONA/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,47,0,0,0
2023-02-13,当一个行业走向平庸,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487895&idx=1&sn=ce4c30b4b8fecc4b10ed572ac114c856&chksm=976eda3ea0195328f84a760f8b0865cf6a2126b9468ce454feef4137ab9ad8a7162aec2a6e9e&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1oLr4UlKiaiaCwicHn74GWkzZk5olUZFsfaibZ1zNYtubdB1kuSx4YU67zCTJQJJeI8UoWUXhAXISqgMw/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,62,0,0,0
2023-02-12,刚刚从香港回到广州，今晚别等我文章，明晚补一篇，哈哈,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487886&idx=1&sn=2ff21a8c21e29d3e04e524ed0d61bbf4&chksm=976eda27a01953316810ee62a52cb2924f534b8a0b33a5d727a4a78ca9442b40f63cd1cba15b&scene=27#wechat_redirect,,,,,否,1,否,中国,广东,0,0,0,0,0,0,0
2023-02-08,调整市，说说想法,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487883&idx=1&sn=5d47de2f029de50b72934a9bb3f0d505&chksm=976eda22a0195334ba5aad5074562744278e853f570cd4e91f684f43c2873c75f14c77816574&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qbEPaLOTWEKibM8FkagDbibC7IlHjOicib8n3d8eCWjEcovhMp2Jae2kS1MO3trqibSRSuvxBcLRMqicKg/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,64,0,0,0
2023-02-05,调整信号初显？,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487860&idx=1&sn=5edc15fe416cb096badb4b0adcee2ee4&chksm=976edadda01953cbe1795ddf3206dafdf08cc7773459825e4ed8a77129a81b210405af684111&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qDc5Bu28QeEEB8h0CEpxoIJn0zr79N0ZkcQ3ib082X8HkmJL18XSuC3eEpADpBGLibqU0rOevIxphw/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,54,0,0,0
2023-02-01,为何满屏题材市？,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487850&idx=1&sn=8c93ad76a135ff22806450e0fbc9f627&chksm=976edac3a01953d58a486f6bf47a1267290850a7561fd25e2e6e2d40d620fa8fd14ea8473370&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qibS1Nw1e2IslMaV63dNTBEE4jJk7yIOULCZ0voWj2cr8eKNkoTvpJ0QYNibzMia1hIanicySicNfKNNA/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,64,0,0,0
2023-01-30,航空，电力整体性行业暴亏，，，，如果是一个企业如此，是大雷，如果是行业如此，再差也不会太差，火电四季度亏成这样，说实话没想过，因为煤价四季度整体是稳定的，有可能是长协执行或总量的问题，，，，如果我是机构，未来几天大跌我反而可能会加大买入，因为23年预期是向着更好的一面在走，电价在提，煤炭价格需求回落，国际能源价格下滑，，，，所以再差也不会太差，但坏的我们不能说成好的，行业巨亏它肯定不好，但倒迫政策进一步覆盖火电行业是肯定的，路漫漫，且行且珍重,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487840&idx=1&sn=c6fdf3ef01fd7e6a736328f7363f1847&chksm=976edac9a01953dfd0902454046145dbf0d50b9a9cbff8f6478a384c3961c389a1bcea1c4748&scene=27#wechat_redirect,,,,,否,1,否,中国,广东,0,0,0,28,0,0,0
2023-01-29,开工，大旺，总结,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487832&idx=1&sn=12affe56ef2e806576140681bbd4302e&chksm=976edaf1a01953e78f3839027c6ea9387dab0d84d1a4b8903d8a3dc72927b78a5dbb7a1c1116&scene=27#wechat_redirect,2023年赚钱，花钱，开心，积极,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qupckjGEMGM3iaNKWzpc5ZksjwusNVic9pEmLjSQQcW2FAJC9Lo0vOwDqdFXEx6obVwdSc0Y9K03SQ/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,54,0,0,0
2023-01-18,春节快乐,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487811&idx=1&sn=19630d19bd10372b61ad575dc0f4f158&chksm=976edaeaa01953fc9537820c2485df6c7d02fd2f8468d5579bff4b7cfda73981c9f00939c88f&scene=27#wechat_redirect,回家了.................,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1oXJp2m0sAJFZF4RoUCdKHWUolUVTLzGlltV5qm0yEGOlLh2heLSGO9bnHo822zyBKtSfPxxVOuUw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,98,0,0,0
2023-01-15,一个循环,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487803&idx=1&sn=c3fe2d49d29a5c6bc7e7fa1d8f402832&chksm=976eda92a0195384d8a4e571a8ea83c3a8e4b82f6234a178d958f75957983b773b0d99966d30&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rbbCaI4Ltd38DQnvWUvZWKYqmIbZibzq8rwSDfiaricWPfH9H5y7rwoMXdBzcM6mwcjD3hWvjFAzIEQ/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,70,0,0,0
2023-01-11,心情有点难受,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487788&idx=1&sn=ffd3223e1e4765fabf365715b673dcfe&chksm=976eda85a0195393ae2838191b6f54efa9cc8cd5c48b070b3efbd03fc8dd8effac98a6a96d42&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rM2nCd1wf52zBLFtmelkdCmBYQzlAInOmaRV48kqb2ibicuVzMAsRPUiaV49hBOeCibbuRRIKmspM49Q/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,67,0,0,0
2023-01-08,快过年了，焦虑不？,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487780&idx=1&sn=4d42a83b3a49cf7b499a2c2120329d77&chksm=976eda8da019539becb5fa75bba89c9d2094e918671f91d62a3a8920bd5c9db18529f6ec09f3&scene=27#wechat_redirect,倒数最后10个交易日,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1ribuTOsHE9p3h0SCDnVp9FOecEZ3hO5b1GlkFf2NMwO1ntmgfV2HVcvtHXDeydNicLwHp4Wz6C2Qcw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,65,0,0,0
2023-01-04,明年这些行业别碰,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487772&idx=1&sn=7010e2cfaacb93997f2a76844d811562&chksm=976edab5a01953a3c17a4f7756611c484793128ad7b62c7de5657b30e85712d837f783684a7a&scene=27#wechat_redirect,一场经济衰退，才刚开始,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1p2c7YsWsl0sicdT2olhNU1MU7dSb4icz7dXDwlgfmLaFtKFp9ua83WiaibkM1ia0H3GCh3OzzZTp45T1g/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,66,0,0,0
2023-01-02,2023年第一个交易日,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487763&idx=1&sn=f4c863944023b9201ac123e679142210&chksm=976edabaa01953ac097c4489616dedc1250d6877ec9ee927b30ac5ec077094ace388545905f4&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qWb2nMzo71j9XzrNf6FkfNicyJicUlvQGFt84NdIcscLDrZIP7Dq5DdSN11MMbickyKTTyot86umKyw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,74,0,0,0
2022-12-28,告别狗屁的2022年,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487748&idx=1&sn=b189f715f7c4e5a00bc99a46423791e9&chksm=976edaada01953bbf8fd4df36ef8896892b1b3f04c4b3e815ca1377f66a911fc9aee4a6ef0a6&scene=27#wechat_redirect,告别过去，喜迎新年,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1peScxnkiaks9HIMiabX6gBHnbsAnJ9HPLFG3xQ7aheuK9EOBDt6ffNFPQZ8NWUM0ibianZFpj6KxCfAw/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,63,0,0,0
2022-12-25,被锤爆了,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487735&idx=1&sn=564a75d0bb3ffb4f5fc07451c48dacd5&chksm=976edb5ea01952481f4ba25cb2f1dfd78f39534bdacc1887019ea17b6fed6c7d87512e825bd9&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1pUicKQLmcaiaKxLMfhRvLkDI3uFVo5R4JxuFMFRdxgFRPmdpx5OQNicOu78ic3Y8bdzRnz4BFgsEkxkg/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,0,0,0,0
2022-12-21,高烧阳着写不了东西见谅,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487729&idx=1&sn=b23b88d10ef7656004b878821129faa3&chksm=976edb58a019524e1fb536049d05a74c3932c16e56520e49112ff50f3eb76a04b94e529f0f7e&scene=27#wechat_redirect,,,,,否,1,否,中国,广东,0,0,0,0,0,0,0
2022-12-18,看看这些资金在做什么？,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487727&idx=1&sn=4ab56ce40a1e77dbf1527230b66b5816&chksm=976edb46a01952504ee06eee5917b8722aef4c06ba0f94926ce465cf8119ea42ae4bbc2ffc68&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rpLBrg8PIsN3CPboUibqE34vs3UK3Qnq91bFYJjBUHSzLZJ4micCy4CJviauZNMibd3PVKSibC7tcrTLw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,60,0,0,0
2022-12-14,免费发个开盘啦内测的功能,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487709&idx=1&sn=3f74114199b1c5d24b2a510c53adebfd&chksm=976edb74a019526275fbb36a9e1a14e96ac05ec1f3af0a9d96a49ab38c5070c0a3c3a0027a33&scene=27#wechat_redirect,送福利来了,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qe9JvXCpiaLm2ZicdtJbFbH8CvvOycMOiaU2MOLxxSg3uzt5VicnsKaInXYbqPeEP2V6cVGT6y1ewCdw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,47,0,0,0
2022-12-11,真没人看赛道了,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487698&idx=1&sn=c32f41cea25ef48314de9a7aa0cbcd0f&chksm=976edb7ba019526d0c32973354f0ab86577f6365610d67f6a2014728bdc8c02a4535e02d23d0&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1oseSvrZg38URM7Up3AlzAhGhRA8Jyr1ia5JCZLCx1FnCa5wIjUMqPvBV8F8TxTJsroic43vLJkiceIg/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,71,0,0,0
2022-12-07,看懂这篇文章吃半年,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487689&idx=1&sn=5cca91559111d5f223a6f6a68a27902b&chksm=976edb60a01952769260372c654fd7e9b8b8fc54474e1b302a3e1df196dcab41ee417b3a0e30&scene=27#wechat_redirect,每逢年底必切换，风格即将在未来一两个月要全面性切换了,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rpRE25TxrauxQkNtuxeOaY4ubfOOF1k0MPLeyTsOmhIM2ibn6Mv3mvdQsQ12ZiaV3SgJW0ywwwgBDw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,87,0,0,0
2022-12-04,明年这个行业仍将翻倍,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487669&idx=1&sn=6b40fbccd80e44bd68992b11126a9f15&chksm=976edb1ca019520a49673ec6dc86e8579180a09f3065bc5047b3e9a0675c89dcf1665514fd62&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1or2FbqON8oraIYTYLyU8hPjzOVeTRaGt9ubmIMj9GekYibxgKx6EIVDbicjnLO3Jto9p5vkpS5hWvQ/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,70,0,0,0
2022-11-30,困惑、疲累终会过去,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487659&idx=1&sn=a5b8a8c0b12e37f056ccabdbd2d0e134&chksm=976edb02a0195214cc6bbc927f736bf4e91f5e07a7726e36d62cd346b45a1f1ce90b1ed18ec0&scene=27#wechat_redirect,3年，我不知道人生有多少个3年，但3年这样过，真的不情愿今天，乌镇下雪了，好美如果不是这3年的疫情，我想大家,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qwaHywsRt7BSHwWzP8sNeQ8C6KULc5OaouoNJJ31PmYYhjuK69yEbniadA1m2N2gGoRtTMcibAfhTw/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,93,0,0,0
2022-11-27,我又被困在公司了,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487644&idx=1&sn=19357bd5ac6042728d2c08e3ad3616d0&chksm=976edb35a01952233d564abcf3f5ad946779b2d4fe369d571feed27f1cf33af2ed74f20a0f8b&scene=27#wechat_redirect,前段时间，刚和大家说，公司因病毒-管控被封禁了一段时间，有8天吧然后终于在上周恢复了，这才办公一天，刚摸摸电,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1rHe948ib5bQT84bibPibgpzkyia7CTqZxsgIialWeFBoRPfsO5OsQic0xIrcpia7t7M0gq2zKdb7PzLnaWw/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,56,0,0,0
2022-11-23,市场培育新的反弹机会,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487634&idx=1&sn=00c71132950bafcdee034856e5c53e6b&chksm=976edb3ba019522d6d5ffd8e6a02be07e4dc069146897e2f3839f5aea8bdba1ea4a4aebaf0f8&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qB8KhnwF2HfsdG5u0WrPCK99ARXrFjj4NJocRCGVthl6occCdVBDGwywjkmuX5Y7cWexMhkMib82Q/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,55,0,0,0
2022-11-20,转防守很重要,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487628&idx=1&sn=a11a879f3403ab965440e6fc72dd275a&chksm=976edb25a019523325b0e8d0c8207206efdf9546bbef787d8b014596a054576330edf9afcd47&scene=27#wechat_redirect,原本以为明天可以回公司了（因疫情封了几天，有一例阳），结果又续三天，现在看来周三可以回去就不错了广州这波疫情,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1o8mo2O3AawpPurb0jG5Hgk5Xib7vRAP4yp7SGu0oibLGSfmUuqLIyYZY7qjEPleAMU6jSWJmF8OsUg/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,58,0,0,0
2022-11-16,好难广州疫情爆发我住了好些天酒店了，，平常在公司工作到很晚才走今天公司也呆不了通知公司3楼有核酸异常封控了，，公司也呆不了电脑也没有有点无奈想起你们还在等文章，上来写几句，，大盘就把它当反弹今天见弱态近期不管有没有赚钱都要减仓位不能大控制风险第一万一近期有猛烈的二次回探还可以捡便宜，，，,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487614&idx=1&sn=2f4b2432357f26d0c5181e33e8e9025f&chksm=976edbd7a01952c12761994a59cb5155cdd486659ce56e693ce6d121796eed1b429cc61c61d1&scene=27#wechat_redirect,,,,,否,1,否,中国,广东,0,0,0,58,0,0,0
2022-11-13,房地产迎来政策,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487612&idx=1&sn=406b8d05c5d955992a8f93f34ee7bb75&chksm=976edbd5a01952c3d84db0d2f671c271ad8f6ac78495337717a4b3f81bf785aea45beaa165b1&scene=27#wechat_redirect,周末最大的消息，是房地产，近些年来，第一次看到“支持”的表达语这个触发点大家也应该很清楚，社融数据差的一塌糊,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qsRbKzCYwQGyTGiaNoxANtgfaKOtOFmCAr4cf4n9sXIhaTqwZhY3pZecTCTuyIJa1ZichOe9YXCUibg/0?wx_fmt=jpeg,,是,1,否,中国,广东,0,0,0,51,0,0,0
2022-11-09,光伏下个爆品材料,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487601&idx=1&sn=98d8fa5997dd707e7c5ccb8cee383538&chksm=976edbd8a01952ce1fa1eb4ae8ba2ef1841ffafd9a1ef1ed3401eef49a15d25a9d8851fccc6e&scene=27#wechat_redirect,打开电脑，看了看时间，快9点半了，想起周三很多人又会等文章，努力写吧其实近期被市场教育的，有点对市场失望，也,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1qT4ibcApicbFX1KfoIwDTybia6WJa2d9I8OOicibQmfqybQuJS2xWCXsdMIhVlBB8a5NFTxIxWRK73xEw/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,57,0,0,0
2022-11-06,一篇复盘覆盖所有,http://mp.weixin.qq.com/s?__biz=MzIwOTcyMzA3OA==&mid=2247487589&idx=1&sn=cbcacd5987be35fcbf431a5e27e10fa8&chksm=976edbcca01952da0bbda08b8dbdd54980dea227886ecca4e949c499f7a164b9f290ce88124d&scene=27#wechat_redirect,,海里的小龙龙,https://mmbiz.qpic.cn/mmbiz_jpg/gBibZ6icUza1pINDn7DK8kx1DibWZhEODQod5KEAn1OAtUqjGHLnJoYKqlYd7ZpdWS36wjO0Mow0KOkBEeD55rViaA/0?wx_fmt=jpeg,,否,1,否,中国,广东,0,0,0,0,0,0,0
