文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,阅读数,在看数,点赞数,留言数
2021-08-01,史记吴亦凡记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196729&idx=1&sn=47469dada69bdce77768782c25b5109f&chksm=beab4fad89dcc6bb80ecf9931ef7b16293f419178f2beb2b7ddba4e63830e3994c59d3d16fb4&scene=27#wechat_redirect,众人又惊，一时物议纷纷，皆曰：实锤至矣。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID80pXYb0ooRdo6D7RJRtNk6WDoWTnHWX6dI4fUaP7mlMiajMd7KJZFb17yNkAic0KpmA5Aib8wIFwlYw/0?wx_fmt=jpeg,,是,1,54036,357,785,34
2021-07-10,史记林生斌记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196719&idx=1&sn=fddbc46357700dbbddbd8381299f28bf&chksm=beab4fbb89dcc6ade083119831e85b81bf37170d79cfaeb52aada76943820add0431cb0ba4e4&scene=27#wechat_redirect,既以深情开局，何苦薄情终局。至情之人，多于无人处流泪，至真之辈，不与众人说衷肠。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID8JX4XDPA4Tmjf3Jn1KFjlXXzeORnkbkpgj0Q0JzqPM1yXh6ict3cIsQffZjr5eibVbB5XQg7tJfW8A/0?wx_fmt=jpeg,,是,1,25032,240,475,22
2021-06-25,史记神舟记者小诤传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196693&idx=1&sn=8d7788733743ed784436035303a295d1&chksm=beab4f8189dcc69764c6928b0816621705c01cb6119768ea1f7b7ba2e08e897fe4918741b1cc&scene=27#wechat_redirect,源源哉，昨日之日岂可忘，绵绵乎，今日之日多壮举，抬头望，天空无数星，他日乘风更上层云，中国航天必胜。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibtb5lUS29tCGPjS43aROuEVCP9kjECwWviawfNHic6YFtiaTuvTxLELRY0yUpeyc3fzgJanpxhPzYPQ/0?wx_fmt=jpeg,,是,1,12598,128,185,22
2021-06-19,史记思聪公子传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196651&idx=1&sn=45efc25bb3880e79f418b600de9a6095&chksm=beab4fff89dcc6e90f4dec87396cb586dd8fefa31f9b942dbbf3fa978fd9cc1bf6160afe0ac3&scene=27#wechat_redirect,富贵而不读书，则富贵不可羡慕，愿天下多富贵之家，富于学问，贵于情义。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibfywCnG3Ticvt6ia3RvNFlTm2BwO0XD42VmQJr895qgypcAZmpFoCMEopgn8cu0OaibJtA7bc6V6KRg/0?wx_fmt=jpeg,,是,1,35384,298,549,59
2021-06-07,史记战神攻防记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196642&idx=1&sn=a1f6486e6c2bac1a1e116022ec822903&chksm=beab4ff689dcc6e0b4cf7919066ea5a1807a1fc6a319ba108ffb2fc8ac6a9bec4e5018423eba&scene=27#wechat_redirect,兵法之大事者，攻守也；人生之大事者，进退也。一攻一守，焉能无利器；一进一退，当须用智慧。,刘黎平,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID9veb3TsedeVIScFOnx8sFibaU5Tz9yjvAZlF5KOMwJvrRxxVwc9IMStDNARZviaeXEpQU3ZdibL1YuQ/0?wx_fmt=jpeg,https://adl.netease.com/d/g/stzb/c/erbing_cpt,是,1,12128,134,188,17
2021-05-22,史记袁隆平传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196615&idx=1&sn=38d98e2de07064741c9b2b2a1186e94b&chksm=beab4fd389dcc6c5edb41d22262ca3da4923d6d466caf42f4f0c54b1fdbc2dc8f79af584d04e&scene=27#wechat_redirect,袁公者，所谓天赐中华也，盖神农氏之苗裔乎？可曰“神农公”也。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID864T68R0vHMq0FYTfyIoXUErsPePUxpbnCtibXv5cgmOxPnGPAv01UHr8WVRnPfuCIicwHib54xEkMw/0?wx_fmt=jpeg,,是,1,100001,6235,8575,99
2021-05-20,刘备我祖暑假开资治通鉴班，利高考增素养,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196607&idx=2&sn=3956157030b00cb8f04c4ea8bcab4978&chksm=beab4f2b89dcc63d2ae0aaad7001fec475777de3eeb7fe002c4ed16d8c8b1dac1db2f3815fc9&scene=27#wechat_redirect,太史刘将于今年7月初开办资治通鉴班，选择资治通鉴的一百个片段，同时加上一部分宋史明史片段，从字句到文意，阅读技巧，写作方法，历史借鉴等方面，进行详细讲解。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDicYm23iaajibXIS2BPoVicSxIW32Wzqiay6oZ4q0DPOCEp30ZZHLR17Na13VB3DX1QhN7gx3c5Sg3vgHQ/0?wx_fmt=jpeg,,否,2,4146,12,31,12
2021-05-04,跟刘备我祖学习资治通鉴,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196564&idx=2&sn=1755db63d501d95f9943aa6080568d64&chksm=beab4f0089dcc616c99e53b1ba2e67be578fa2ecb74c0f9639b2c911cd39a84b0b2c026a45b5&scene=27#wechat_redirect,太史刘将于今年7月初开办资治通鉴班,刘黎平,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibj30f4EqOL7EiaUo4PXUL6EAlzf8Aa5oGuzFfCClQRvQicFTJ5ibIk3QmaujQVYtBQ13MaiblHTwMRPg/0?wx_fmt=jpeg,,否,2,2804,14,27,3
2021-05-04,史记比尔盖茨离婚记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196564&idx=1&sn=4eafffe7e63982289582955df3500f08&chksm=beab4f0089dcc616625d36c6eb0fee967998063ccd9b7fd690cb9b7aea979b649eaf823cb363&scene=27#wechat_redirect,盖茨既分飞，则滔天富贵何以割裂？食瓜之余，忧心不已。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibj30f4EqOL7EiaUo4PXUL6Eibq72jgdHSuGRfNqn8L3bs78VwZ678FcPxibOYXcHvlslkyAMdTl9Ohw/0?wx_fmt=jpeg,,是,1,28961,181,227,41
2021-04-30,史记郑爽富贵记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196553&idx=1&sn=1581d24eb64cd5bcd35d6932b039ecd3&chksm=beab4f1d89dcc60bff34e2f9c2d84ea331314765d97855701d2c96a8a7ef62a199d1284d9de0&scene=27#wechat_redirect,史记郑爽富贵记郑爽者，优伶也，辽东人，虽无林青霞之美，且乏徐蕾之才，然名躁闾里，拥趸以百万计，过去所罕,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibDbJQnZBBmyTtydSsiaPjbYQUhicYG8fCHB4sFdE66JibRGV2jJD6vB5IKO98DlolosqcdwKBEh2RWA/0?wx_fmt=jpeg,,是,1,18684,116,218,33
2021-04-29,史记国足张恩华传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196548&idx=1&sn=69e03276438bc04080b35823ce6830cc&chksm=beab4f1089dcc60654189a044b353519458191376ae72a7286772d44eeac2dabed1410336101&scene=27#wechat_redirect,将军既列仙班，若英灵不灭，则佑我中华蹴鞠再起，激荡八洲。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibHNO2KFALK4NXibrJaMQ3hKQstZt3ZiaL4QrAQ7ZcHpIeUYY4m2qaOD5HkDHpia313bbIjlqSFJdZ0A/0?wx_fmt=jpeg,,是,1,10572,65,103,10
2021-04-27,史记熟鸡蛋“返生记”,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196539&idx=1&sn=69d11dfe6b5a2e6461206ee92fc4dac7&chksm=beab4f6f89dcc6791cfed73fb5d773490168468517a40f0eb7ef5b38583f3e950ce4a43cc218&scene=27#wechat_redirect,昨日之日不可留，已熟之卵不复生，,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDiclUZzIrz4rW1zJ8VrmRcV4IbE6Iib93LwMH06BAN2CUiamJFv2txTPp1bnFh67joBfK34VNVxtmHkg/0?wx_fmt=jpeg,,是,1,9062,81,133,22
2021-04-12,我古文为何写得好？,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196530&idx=1&sn=9841c149ad24482fdcd6eecef9c90a0e&chksm=beab4f6689dcc6703960aca12a4f3f5f2a4cdbcd6dbe85572c1ea04ce9de160e2a57414cdc38&scene=27#wechat_redirect,读了古文，会有一股子慷慨不平之气，格局大，其实脾气也大。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID91mJ6vDG1VujQRP1fWO94ejMZGCHCnDmHbj7mNw4rKTrZG8LIWm75mbNHGXAWMYezBzzAsXEYnbQ/0?wx_fmt=jpeg,,是,1,12582,106,220,40
2021-03-31,史记雷军小米造车记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196520&idx=1&sn=13d1e0fbd5beb02ae2ca628eb10931e9&chksm=beab4f7c89dcc66ae9c850b1e55d9836d4e34db816adc066ac5850b917326a29b811aada6803&scene=27#wechat_redirect,大英雄者，非大于言也，乃大于行也。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDicNeQcoVYCHaKlp2hU25uicxtWD1Zn2YQoicibVNNdrAgUMUzCE6FFhDceZShKvp7Fm2FNVAayE2eYsg/0?wx_fmt=jpeg,,是,1,12146,51,78,12
2021-03-25,史记“丑娘”张少华传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196514&idx=1&sn=8b5555b0e253585056cf2ff746857aec&chksm=beab4f7689dcc66016889f47beb1ebe3bb815e07abe406a9d69d682f007bedb5388da27acdf1&scene=27#wechat_redirect,子不可嫌母，更不可嫌国。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDicicOuHpdp4Q1kw3KZMeqDtr4NlLmicvX5n0PTaN5Cfib07PyZ6aOTpUoHib5zpz4SF6JohmMLRhgFf5w/0?wx_fmt=jpeg,,是,1,14550,123,196,19
2021-03-23,史记亚鹏小传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196507&idx=1&sn=f80459ce6c8f954d23ffd42f8b8422cd&chksm=beab4f4f89dcc659b9a2eb86bac370fe2a3911ba1b572bd79bbd6093e9a96ab6db30de583e58&scene=27#wechat_redirect,所谓诗与远方，乃口中之言，非心中之愿也。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibJHbgNuFHRub0stylbfqSJDdQicBPnfzIF0iaGQ8yBde53Bt1KaJXicE6DzjpFR1Bh1RpQZ0P6XSPdg/0?wx_fmt=jpeg,,是,1,11453,57,104,16
2021-03-17,史记范“将军”吐槽,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196499&idx=1&sn=fc0a94cddd6794994e1a49b7c5ad512a&chksm=beab4f4789dcc65179f550a254298868177271c2f155f3c737321cb13e1793b3cc750fee517a&scene=27#wechat_redirect,所谓痛骂者，或为厚望也，多少豪杰，亦从痛骂中起。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID9wnZWWQbDS2piaMwYMfIpnNmPI8icnibFljXBwcHl6wxTuzrjAdQYeTX66xWcEgSvoonic7bj8aW2cRw/0?wx_fmt=jpeg,,是,1,12273,63,96,13
2021-03-10,史记拉面哥传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196489&idx=1&sn=8dd1ae6fde8f6fcde55565d0b5838174&chksm=beab4f5d89dcc64b55c89c3f727438874df978e1a7677e6b02ee8365045158b7cee518954196&scene=27#wechat_redirect,以一面食而动天下，非徒其味美也，乃其为人敦厚之美也,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDiciaNvshmJ0j8IIWfZeXBTYeZB9CII2tMXeia2VaibyUcLciacJkIwa2IAJic5A21fXXWVv6lkIrmn2Kuw/0?wx_fmt=jpeg,,是,1,12731,109,212,14
2021-03-08,我为什么敢在47岁辞职,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196468&idx=1&sn=94a330362b7b79140dda340cb51056c3&chksm=beab4ca089dcc5b6545748de97dae7dadc9c13ffc486a6d4f47d09001cbe2afd33a48dbf11a1&scene=27#wechat_redirect,决定辞职的，从来不是诗和远方，而是米和眼前。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibDiavfrZ6XmNzhtvGNG8FdWFic5K4BVs5nrucr8S8R1VjQKNHw4uicYB1cOZQEsPszicsc0Te2poZ2ibA/0?wx_fmt=jpeg,,是,1,15525,132,254,50
2021-02-27,史记吴孟达传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196388&idx=1&sn=f36506f19e58a8b2f4020576aa99c83d&chksm=beab4cf089dcc5e64203b888144279bf4651678ab9e57f8c58b991b0271d9789c5533888be3b&scene=27#wechat_redirect,达叔者，实为喜剧之王，不过现以配角而已。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibxXrJQ0EegKiasjyVyHyPWUFepv3TKEbzFDM0dX64rhnnrUJGSjdqQMkZoicHhVU05c4pQHl3vjzOw/0?wx_fmt=jpeg,,是,1,78646,500,784,98
2021-02-25,我是怎样靠写古文赚点钱的,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196363&idx=1&sn=40405b2dd5a33adf6a401596ce3f9188&chksm=beab4cdf89dcc5c9fa4500c188e045dc6f05196cb0af53dacfd93ab26b6cf1ddd44058e86ec4&scene=27#wechat_redirect,国学，在我的眼中，就是文学。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID9q4Um3LEFRSoO5C2LR40eJjfPm8YWgSgpsVELr67TaWMmjjZAewpFRIrJfc4N3iakHGQsTicIyiawHw/0?wx_fmt=jpeg,,是,1,13698,139,286,52
2021-02-18,史记李焕英传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196294&idx=1&sn=b829f50daa3540d2a21564516ad8b892&chksm=beab4c1289dcc5046c274d9482a03f5bec676fec1eb042de14d6685943fdbcfff78f23f9b844&scene=27#wechat_redirect,父母子女，皆造化所弄，虽有时相恨，终生相累，亦不可改。唯有珍惜，善待眼前，则不负造化，终得当下心安，他日不悔。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID8ia7PJtbl05tmKib6xBbFZ7zr9tiaC3YzpFCzHuUfRgDWnPB57ko1R55retgkoQrhw1VJLxsVWj1Hnw/0?wx_fmt=jpeg,,是,1,40909,326,712,58
2021-02-09,史记送别庚子年赋,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196286&idx=1&sn=55abcbbe73e195eefcdc9f01e63fd02a&chksm=beab4c6a89dcc57cf291621d07b61f2c442d4ec69352d295a6e000158da5e85afa8a156891a5&scene=27#wechat_redirect,高低有分，疫苗须凭科技；，，阴阳为判，无恙且问核酸。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibTIa9BDgu0XTdQhXVF0at0uUXyiaz8FibCtPZh7WVAtQdtrgdLTVvsbX6H9h6LkbwwbupPmmJOmg0g/0?wx_fmt=jpeg,,是,1,18170,289,443,21
2021-02-07,史记马氏疑遭家暴记,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196278&idx=1&sn=e487562108a925e1d15202c4b2710190&chksm=beab4c6289dcc574768120606de71e45743be3f072cdcac71c137b7c4447d01f3f0b843160c3&scene=27#wechat_redirect,我即诗也，诗即我也，远方不远，此心即家。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID99xtmWuDTYzjCk5iaMkC8lnWX4ST9hoibCxpadibicAIdYazibIghyjwa02RruESPMjHoepnRCTvicicFYw/0?wx_fmt=jpeg,,是,1,12194,66,118,18
2021-02-04,史记赵英俊传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196217&idx=1&sn=1ed6eff205c34ca5c2931e6181514ea7&chksm=beab4dad89dcc4bbf59347ee1df28e28b96066a0fdf6a3d9616f75c65345c63c2b8743554fea&scene=27#wechat_redirect,世上男儿，何人不重英俊，然人之得志，多非英俊时。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID8t66om2kotqiciaPaXac7YtS5pFn4lHpNJQjaib0CBicPicw8Nte8tmsM33RwrBohTYnKk89ByzpdUXhg/0?wx_fmt=jpeg,,是,1,19494,165,290,25
2021-02-03,史记贾浅浅小传,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196207&idx=1&sn=0217b8833e25e39c7682982c51b0bd59&chksm=beab4dbb89dcc4adfa0f3fdcdbcb6d4a510aa0d6eea263c2ecff30bb36e2f68a3c75459fcec5&scene=27#wechat_redirect,诗人者，穷人之事也，浅浅今欲以诗人自居，无非欲以穷人自居也。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibC4hZIBcqmWhh8GczUCG2iaNJ28pWsthFuah1V182XjUH6g8tYRTic3vR7JU0PZo7ENcE6YO39pmnQ/0?wx_fmt=jpeg,,是,1,37796,402,530,46
2021-01-29,若非生活所迫小人所逼，我怎会一身才气两手爆文,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196192&idx=1&sn=b0cca00e67314b78b6c46f471e94e105&chksm=beab4db489dcc4a24572c3f9533bb5ceefdf5b5275b6ca0dab6ef7e569c97b2506fb3c78bfd5&scene=27#wechat_redirect,我可以活得没有霸气，缺少运气，但一定要活得有志气。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID8PPEgCNtpb7eAasU1UKvG13vgichj5TZibibWYoQDP2uC1J2PnmKa1BnE4WusymCEibeVqf50hhbeFFA/0?wx_fmt=jpeg,,是,1,13961,282,503,80
2021-01-24,史记明星吃瓜赋,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196164&idx=1&sn=12a0b2eaa137a7cbb7aedd17f773fc8d&chksm=beab4d9089dcc486e7fdf2b7e69066abc56e4124312b8ec6958d03c5d227f75f7025c6dd5298&scene=27#wechat_redirect,无学问之充耳，无情怀之在心。老君八卦炉，众生饭后资，老刘曰：多读点书。,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibZKABbqmsQEBBzDS7Dmq9VSXwALib9VicjxQeHnlXwBceY3pCF1iaAkrep6sbqAIicRnwKoImc5cFq6A/0?wx_fmt=jpeg,,是,1,11907,75,159,23
2021-01-23,我是怎样屡屡写出爆文的（上）,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196156&idx=1&sn=24dc6078edf69290c72164e75d39470b&chksm=beab4de889dcc4fe1bfc17cf995444f9eeef4b38c4c8df83c0c56a9022551a803cb093260315&scene=27#wechat_redirect,这里的爆文，不光是公众号上的，也是指学生时代的作文，能被老师当成范文在全班朗读,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBIDibrwQiaD2DIwakE4gBUBia7rsM7EbtRp7miay5f5vxgLKEdhW4ujBNVMR667LWSOYxSwWsk9w5GjbdBQ/0?wx_fmt=jpeg,,是,1,11419,122,232,36
2021-01-22,为什么国学经典读得滚瓜烂熟作文却还是那么烂,http://mp.weixin.qq.com/s?__biz=MjM5MjI0ODg5MQ==&mid=2650196137&idx=1&sn=97a7fcdc8eeafdfbc44e9f714ad3ce01&chksm=beab4dfd89dcc4ebf9f08f39b1e0e676aa4756274c5a2895f99adda6bc6f6f90ab9ea83bf9ce&scene=27#wechat_redirect,国学也是文学，现代人学国学，不要忽视文学写作功能,刘备我祖,http://mmbiz.qpic.cn/mmbiz_jpg/kQeCUPjBID8uxRRGV2LQLShXUbB777uFUEXCbBvibewfMMJ5Jiaql22B78pSI43mxLL7icDicu3HicfMvj0AvtmuOBQ/0?wx_fmt=jpeg,,是,1,11414,63,119,18
