文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,是否付费,文章发布国家,文章发布省份,阅读数,在看数,点赞数,留言数,赞赏数
2022-09-28,皮炎一直好不了，可能跟这2个原因有关,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793927&idx=2&sn=299de1ba8bc8ee5d6b55767d44551822&chksm=490eb3e97e793afffee81b31d55ddb87f55405cac708569074fa6eb61eb419cdce836da43e4c&scene=27#wechat_redirect,愿大家都能早日重获健康肌肤。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd5UaOiaV0QGSMC2aX0ztgnRNM3EPxZCVAJlUZh66eVnllKpFbicL4BO2l9tKAN8HVjGhc3lRxt7xdkg/0?wx_fmt=jpeg,,否,2,否,,,100001,49,103,0,0
2022-09-28,尿酸高能吃豆制品吗？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793927&idx=3&sn=69579dbc4fddc854d8675831a0b213f3&chksm=490eb3e97e793aff9fbafbabf4a752c55356073fab0f27564a0421452b7b17576f6b0889c374&scene=27#wechat_redirect,上丁香医生App查健康百科，健康问题，一查就懂。,健康百科,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6U7vicE6KNgiaIqoBaE7ecqagDS5FGUdSYCBlefmd1hiaR8gCGWnib5DIkX0qqwDJXAQSE9fOuOs0xfA/0?wx_fmt=jpeg,,否,3,否,,,42387,45,80,0,0
2022-09-28,这2个年龄段是HPV感染高峰期！9价到苗速约,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793927&idx=4&sn=592f240d8c9cc8d1fa9c1d76d1d6dd7f&chksm=490eb3e97e793aff29bec9a6c0929a4f70fbdff8dd5abad732c2f84fb427cc6adeb4d88607a2&scene=27#wechat_redirect,希望所有女性都能远离宫颈癌。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd54eUh5mOP86SvMrdXibFnC57Hgiaugo72d6MGGGLvpOYia7X2b8a5OBlG4wZJIMNGGNok6Vf5EawjCA/0?wx_fmt=jpeg,,否,4,否,,,31107,11,23,0,0
2022-09-28,备孕前碰到智齿疼，立马拔还是孕后拔？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793927&idx=5&sn=447a02ee5aabc29d1dd355b57ad52776&chksm=490eb3e97e793afff8bc847a308a8a2a9283f28d4c58515cc8e3a16d59b39908b912fbcbc7c7&scene=27#wechat_redirect,上丁香医生App参与热门话题讨论，与医生互动，看医生解答。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhlIy0UJ1DPxxo40ELCAQsADudDFfqUsfJWsOChRut6ZZvtoYC0ibga0A/0?wx_fmt=jpeg,,否,5,否,,,20313,10,31,0,0
2022-09-28,盲人脱口秀演员黑灯：我管它励不励志，好玩就行,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793927&idx=1&sn=b5397c96d45c71e17bf3aba244cb0feb&chksm=490eb3e97e793aff4462fd448c204a9ac33a06e463b078fda71598555552ae0ad1bbe3886f97&scene=27#wechat_redirect,喜剧就是「堂吉诃德大战风车」，这也是我对命运的体会吧。,黑灯,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd5UaOiaV0QGSMC2aX0ztgnRN6nVk4kDhkoewdQgkJNmxPpficC0sJ6BUqjkIQMawu4GjvIIj7E9GNpA/0?wx_fmt=jpeg,https://ask.dxy.com/ama/index?um_chnnl=dy#/activity-share?activity_id=331,是,1,否,,,100001,629,1754,0,0
2022-09-27,阴道炎反反复复怎么办？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=2&sn=00150cab7ab750959a48f0475fa29f8f&chksm=490eb36c7e793a7a5ecbbffae64a9ea93d5f89d0a1d06ea85d8e1d57e2cb1e09e7b19433afad&scene=27#wechat_redirect,阴道炎反反复复，怎么办？,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6yg2bDw5G0fflAyKAWiaVgnAJgHhc8dJdhAy9cwkozUjK4DmcQuSSmB1ctcniaw6yvGzXApibgHfibSg/0?wx_fmt=jpeg,https://ask.dxy.com/ama/index?um_chnnl=wxdbtp#/activity-share?activity_id=174,否,2,否,,,100001,23,53,0,0
2022-09-27,这5种情况不是一般的头晕，要尽早去医院看看,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=3&sn=70098a51a7e05df2ec0e84e1477d8455&chksm=490eb36c7e793a7ae8fc944ef1d90f544ca7e4c8cabee75c85b256e2e2d5d434d955fbd5a4d9&scene=27#wechat_redirect,上丁香医生App查健康百科，健康问题，一查就懂。,健康百科,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6YHpaPhR9s7ibG8fhsz1uVqJF6DPtzjIib48Sh9DcZ34dXicYDZty4Oicxxu3NFA2HAXg2UeiaFEyl27w/0?wx_fmt=jpeg,,是,3,否,,,59498,37,68,0,0
2022-09-27,光子嫩肤抗衰效果如何？20年实验结果告诉你,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=5&sn=029550eab9ec9f5d45207cdad4d9ae36&chksm=490eb36c7e793a7a007ec060a6cc3cfc8e370f915fb3a0e87abeba46b041398a0d69500c14f2&scene=27#wechat_redirect,带你科学、靠谱地变美,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhBmONotrcEcN7APhq3X9YicEPJia0wHfhGtOynJWUxyCBjt5DFBqgoVlg/0?wx_fmt=jpeg,,否,4,否,,,24800,11,31,0,0
2022-09-27,做手术时没忍住，当着医生的面拉了一泡屎,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=6&sn=1c6fc885c74743cc47d8ef5a69e5cf32&chksm=490eb36c7e793a7a0f9257227aaa587d25971dc21ed8db075d1cd84daa0a839283137f6c49dc&scene=27#wechat_redirect,上丁香医生App参与热门话题讨论，与医生互动，看医生解答。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd633D0pGYUia7xbtO9syicniahFjY6z2oe7tDRnAAg18VNgN6Bl3WLbF57rOqMicbDAQLgFrPXzEDj0pQ/0?wx_fmt=jpeg,,否,5,否,,,48752,32,140,0,0
2022-09-27,HPV疫苗到底什么时候打效果最好？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=7&sn=3b731f05478a3ca38f1fcfbe63fa89a5&chksm=490eb36c7e793a7adc7db0a019307480512dd05706800c23c0dad3d525b487a74e7add2fd14e&scene=27#wechat_redirect,每天一句大实话。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4ntDdu9oMLcRNzrjzTRx4icUzmI0hfUbpiaVMB8rPk1EqGtXa9IZk1QtLjBaGMs3We9iavicEDAdmQLQ/0?wx_fmt=jpeg,https://ask.dxy.com/index?um_chnnl=wxdbtp#/activity-share?activity_id=207,否,6,否,,,28129,12,34,0,0
2022-09-27,比跳绳更值得推荐的暴汗运动，还不赶紧试试！,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793794&idx=1&sn=d1a71139727728a52218b2f787d7f1bb&chksm=490eb36c7e793a7a923cacab1d904d19458c9e79d8c1b687f6a0070a415e21321fcfd53d7f0b&scene=27#wechat_redirect,被低估的高效运动,Murphy,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4q47l9HZnTv0VA2Jib173Niaec25BAclRcCiaqicYZyiczcy8fiaLb60pCrxrNTJ9nKalcHlmKXRJ3pmQw/0?wx_fmt=jpeg,https://ask.dxy.com/index?um_chnnl=wxdbtp#/activity-share?activity_id=207,是,1,否,,,100001,578,1442,0,0
2022-09-26,悲观焦虑，1个方法改善你的消极情绪,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=2&sn=176bd4056d5bf24178bd995adb3998a2&chksm=490eb25a7e793b4c6de6b08073c3e57545eb13ffcdbc744df6acc46c8faae49c02bc742380d6&scene=27#wechat_redirect,上丁香医生App查健康百科，健康问题，一查就懂。,健康百科,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhz0wawqSogPSCP7Xbz5vhzyUMia2Lhv6HmX0PSXtdaYnnRd7HB7p8ELA/0?wx_fmt=jpeg,,是,2,否,,,100001,116,271,0,0
2022-09-26,超适合秋天的宝藏水乳，平价好用不输大牌！,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=3&sn=e4109faaf5f2a8b361e712c9c3ad5e42&chksm=490eb25a7e793b4c8631b3a87e34d76998a4cd4ef914aff1f25468bfe5a78858344fe83a8028&scene=27#wechat_redirect,逃离烂脸就看它了～,丁香家,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6335QOKafPbVHr67NjByuRUibr5TFawiaqIZq1n1BKBuBhzwjicFoOAb5naukdYnUUeicGUc3Hic8fWFg/0?wx_fmt=jpeg,,否,3,否,,,36554,6,17,0,0
2022-09-26,分泌物发黄、私处疼痛、异常出血怎么办？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=4&sn=4fb8c19e5408891abda4dbf7fb9e9de6&chksm=490eb25a7e793b4ca4f2776d8f7ec3b4af5cb814b7a6acf70c79de40c5673f5e3dd83b0a245f&scene=27#wechat_redirect,妇科问题别担心，在线问问妇科三甲医生。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd5xqrx2OaDjIsXahicIHqbH2A2MT2c7nt4lpgJbfPMQg5XKbjia6XjWZ9x9EwNW9IqnVibnmFvTPaiaZw/0?wx_fmt=jpeg,,否,4,否,,,16930,8,16,0,0
2022-09-26,杨桃美味却有致命风险，这一类人千万别吃,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=5&sn=eaddb4f335d80c2929467af11cd0d886&chksm=490eb25a7e793b4cf1daaac203984898ed0aa0513d8bc1551f89de5557baf772d514f5ada3fb&scene=27#wechat_redirect,每天一句大实话。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd66KWcT4Oz5Rv0b9tk3ERlfJ1YtFx0kXuzQ5gKNv9VP63KtibTmBml0QhI0X01T7I3YOia1KwEJbAGA/0?wx_fmt=jpeg,https://ask.dxy.com/index?um_chnnl=wxdbtp#/activity-share?activity_id=207,否,5,否,,,23937,19,66,0,0
2022-09-26,网传医院里的7条潜规则，是真的么？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=6&sn=f7ed34f8a8d64c1cf2adc1ff9dcf70ec&chksm=490eb25a7e793b4c9f6a745ba8a5c06c573f07de443b4d713b8b5186ccf91ba59e0fcb6f6752&scene=27#wechat_redirect,上丁香医生App参与热门话题讨论，与医生互动，看医生解答。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd633D0pGYUia7xbtO9syicniahFjY6z2oe7tDRnAAg18VNgN6Bl3WLbF57rOqMicbDAQLgFrPXzEDj0pQ/0?wx_fmt=jpeg,,否,6,否,,,36957,47,112,0,0
2022-09-26,家用油别选错！如果只买一种怎么选？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793588&idx=1&sn=2b1fbfd1683494f4eda373fa6c57337e&chksm=490eb25a7e793b4c85a4376ecab5b667f6d9721a7653b08b31a86762dac63b661999f2e0afbe&scene=27#wechat_redirect,你真的会用油吗？,家里有五种油的,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhibtbwwsiaZT3m5gsgJfctvM72yhuSausjlLySDuTeZLunN3MHuBsQarg/0?wx_fmt=jpeg,https://ask.dxy.com/ama/index?um_chnnl=dy#/activity-share?activity_id=331,是,1,否,,,100001,365,815,0,0
2022-09-25,有些体检指标异常不是病，专家教你读懂体检报告,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=2&sn=756131a3aa38f87dc2fb4afb62288aab&chksm=490eb1a87e7938bea4238b2dfb12d83461277870f8b56d7082e8d5485e81d10d411a32e41e2f&scene=27#wechat_redirect,全面解读体检报告,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhpr9iaqGYP9XejB0yOzch0mKwfAoep4oxNRnKPMJKhlzGpYeco946Lmg/0?wx_fmt=jpeg,https://ask.dxy.com/index?um_chnnl=0925dy#/activity-share?activity_id=279,否,2,否,,,100001,106,147,0,0
2022-09-25,便宜好喝又健康的奶制品，来啦！,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=3&sn=7e0f2ef24ded2391ecab9e7e4baf7827&chksm=490eb1a87e7938be85dc1e5e94e02bd2ca882f1bf0c8545484668b4ee0c37e1a29e2b3cb30e9&scene=27#wechat_redirect,赶紧囤！,丁香家,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhWHwQRrYkuS8LlZMgOp67rBEXpCXxdUbYLC6cHg3wia9er39jZYX77Jw/0?wx_fmt=jpeg,,否,3,否,,,41163,10,24,0,0
2022-09-25,可能癌变的肠息肉，4类人要当心,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=4&sn=62be8a86985ced9bd28a59b243d24ba8&chksm=490eb1a87e7938be629b943237ff9b95a7e37a93fe0ffaa346be1d7d0fad8fe6c37c7179d323&scene=27#wechat_redirect,上丁香医生App查健康百科，健康问题，一查就懂。,健康百科,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd7qdk2Xia7PB3uuXqtZGcUh3icfmp7BZZKga9xpTRRicxMWpGnhCdrOqaodPpJ7XJLMykaHbZ1rCJLpg/0?wx_fmt=jpeg,,是,4,否,,,42907,34,49,0,0
2022-09-25,性生活疼痛，要警惕这5个问题,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=5&sn=a66020c24970e1f3a17ed314fc78c635&chksm=490eb1a87e7938beb13bf0f58b542dea12e49a14e1c50ac26ca1182b1a0a709d5a2bfa21bebb&scene=27#wechat_redirect,和谐的性生活是每个女性都应该享有的权利。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6uPMl4VGSeHPia0kGabzeO508wXtU9fzoRNU6JMGgLMgwbiadPGm2SedUMicocORe4It9ZVIudlic1icA/0?wx_fmt=jpeg,https://ask.dxy.com/ama/index?um_chnnl=wxdbtp#/activity-share?activity_id=174,否,5,否,,,63362,13,56,0,0
2022-09-25,腰围超过这个数很危险，赶紧减肥！,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=6&sn=cd55b52c866a18b887bbb077e705b857&chksm=490eb1a87e7938be136ad19dc42ef3d0f801009d218dde16881bb96fa81d1609230eca4963b6&scene=27#wechat_redirect,每天一句大实话。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd4uic1QNBSaIFfVc70sriagKhmByGay16VOAcpiaRycM2MZr8NKkFOuaHlMacdwticSlVc4rOO6O0noAA/0?wx_fmt=jpeg,https://ask.dxy.com/index?um_chnnl=wxdbtp#/activity-share?activity_id=207,否,6,否,,,30605,21,67,0,0
2022-09-25,要命，做完胃镜，才发现忘记吃麻药了……,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=7&sn=0c0122cc1b4019e76227845b56ba65fc&chksm=490eb1a87e7938be0f9207ef9d5b0ed841aa5ffee47031d9de649531be249faf6aeeadee22a8&scene=27#wechat_redirect,上丁香医生App参与热门话题讨论，与医生互动，看医生解答。,,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd633D0pGYUia7xbtO9syicniahFjY6z2oe7tDRnAAg18VNgN6Bl3WLbF57rOqMicbDAQLgFrPXzEDj0pQ/0?wx_fmt=jpeg,,否,7,否,,,21901,13,40,0,0
2022-09-25,豆奶不是奶，为什么我们还建议你喝？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793478&idx=1&sn=2f16edca530e5c3258a18a0c67cd2e5b&chksm=490eb1a87e7938bec4d9af76317baa9a0619dd181ea5257bbf1e6fc49b6cb73dfd126f844542&scene=27#wechat_redirect,一篇教你喝明白,探求真相的,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6EwuRmiagP3YXb0cN4Q7kjayquDVqOH52abafcde2GOOMibib9SclicPIUTqWibqBvJ9otWyw2QPdicohg/0?wx_fmt=jpeg,,是,1,否,,,100001,418,1419,0,0
2022-09-24,同样是痔疮，内痔和外痔有什么区别？哪个更严重？,http://mp.weixin.qq.com/s?__biz=MjA1ODMxMDQwMQ==&mid=2657793425&idx=2&sn=143038276bd5b58d0358bc2aceab9f59&chksm=490eb1ff7e7938e91a3b2bca0a3d8488a70b83ff166c4686d95500502ca2db4e262e82bfc131&scene=27#wechat_redirect,上丁香医生App查健康百科，健康问题，一查就懂。,健康百科,https://mmbiz.qpic.cn/sz_mmbiz_jpg/Pvr3FasqXd6YHpaPhR9s7ibG8fhsz1uVqJF6DPtzjIib48Sh9DcZ34dXicYDZty4Oicxxu3NFA2HAXg2UeiaFEyl27w/0?wx_fmt=jpeg,,是,2,否,,,100001,64,149,0,0
