文章日期,文章标题,文章链接,评论昵称,评论内容,评论点赞数,留言回复,留言时间,国家,省份
2023-09-26,我建了个新号玩转互联网达人，之后发布的软件都在新号回复关键词获取，每篇文章都会有说明，新号也会更新文章，内容形式还有待确定，想发点不一样的内容，你有什么好的建议？\n\n这周的主要任务就是摸鱼等国庆节了，有什么事情十一后再说[旺柴]。\n\n支付宝又发红包福利了，人人有份，打开支付宝搜索 840123710 立即领取红包，这次的福利很大，基本都在1块以上，每天搜都有，每天搜一次可以给早餐加个鸡蛋。,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507009&idx=1&sn=bfa2e6d3abd638feb1c94c4a68820234&chksm=e8247ba0df53f2b63eeee0be0fc1993c93c6cc4f5343bbf514a420edf519b219cbb471344634#rd,GoD,下次可以把支付宝红包号码单独放一行，更好复制,0,感谢建议,2023-09-26 10:17:35,中国,北京
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,猴王,有点想看台湾的直播,1,,2023-09-25 11:09:22,阿根廷,
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,顾沛,直播聚合是在电脑上下载的么,0,安卓,2023-09-26 08:00:08,中国,河南
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,STONE,收藏,0,,2023-09-25 21:21:41,中国,江苏
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,1993,好,0,,2023-09-25 18:32:57,美国,
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,南极,来了来了,0,,2023-09-25 17:01:29,中国,中国台湾
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,小龙,直播聚合还可以哦,0,,2023-09-25 16:29:14,中国,中国香港
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,乐乐,9月快结束了才来,0,,2023-09-25 10:14:46,新西兰,
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,404,比如某些app有跳过，但是我这时候不想跳过就被点了,0,,2023-09-25 10:02:25,加拿大,
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,404,跳广告的软件有时候会误杀,0,,2023-09-25 10:01:49,加拿大,
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,iphor,支持,0,,2023-09-25 09:27:51,中国,中国台湾
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,真,都没用过,0,,2023-09-25 09:15:26,中国,广东
2023-09-25,2023 年 9 月神器 App 来了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247507007&idx=1&sn=59da775d1e1851c99cb88d1bc171dcc1&chksm=e8247bdedf53f2c86b35f86bcd331cd8ed7a259acd6676ca66b4672bd15829a18c9d66792ce4#rd,皮卡丘,来了来了,0,,2023-09-25 08:34:22,中国,中国台湾
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,404,领到2.2,4,[666],2023-09-23 10:47:47,澳大利亚,
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,乐乐,没见过有超过三块钱的。,0,我见过， 这次的红包很实在了，不是一分钱。,2023-09-23 11:47:04,中国,中国台湾
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,皮卡丘,话说我的红包支付的时候不能抵扣，怎么回事？,0,扫码后看看后面的使用方法,2023-09-24 17:12:21,中国,中国台湾
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,南极,今天还有吗？,0,有,2023-09-24 14:32:16,中国,中国香港
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,小龙,谷歌这个挺有意思,0,,2023-09-23 20:06:07,中国,中国香港
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,真,领到两块,0,,2023-09-23 19:27:23,中国,广东
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,我还是太年轻啊,确实有才,0,,2023-09-23 18:33:48,中国,吉林
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,1993,1.8,0,,2023-09-23 17:58:08,卢森堡,
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,iphor,领到红包，但不知道哪里用。,0,用支付宝消费就行,2023-09-23 16:29:08,中国,中国台湾
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,猴王,这个能持续几天啊,0,不知道,2023-09-23 13:43:14,新加坡,
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,STONE,有创意,0,,2023-09-23 13:21:42,中国,江苏
2023-09-23,还是谷歌会玩，有意思,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506976&idx=1&sn=89f0d260c53c68c666abfb0aa65b509e&chksm=e8247bc1df53f2d74c91f49d77000b1ff9975b4ba9f3daae5ef8923a5552fbbb44ccad232c53#rd,喵喵,无法抵扣。,0,跟消费方式有关，直接手机扫码消费不行的,2023-09-23 12:19:14,韩国,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,简单~好,第一个网站地址多少,0,看文章末尾,2023-09-21 08:25:25,中国,北京
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,真,好多资源打开就没有了,0,,2023-09-22 08:15:51,中国,广东
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,真,刚好在找呢,0,,2023-09-22 08:15:12,中国,广东
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,我还是太年轻啊,真是好东西,0,,2023-09-21 20:57:50,中国,吉林
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,南极,这个实用,0,,2023-09-21 18:11:53,英国,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,皮卡丘,来啦，来啦,0,,2023-09-21 17:40:15,新加坡,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,小龙,试一下,0,,2023-09-21 17:03:39,中国,中国香港
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,♑超人♑,好用,0,,2023-09-21 15:30:51,中国,广西
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,猴王,收藏一下,0,,2023-09-21 12:35:01,韩国,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,喵喵,然后搜索出来的资源就提示分享取消啦,0,[旺柴],2023-09-21 12:24:25,日本,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,1993,好用好用,0,,2023-09-21 12:20:22,捷克,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,iphor,你另外一个公众号不能留言。,0,嗯，新号都不行,2023-09-21 11:37:03,美国,
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,乐乐,看到你都是两个号同时发,0,[胜利],2023-09-21 11:26:24,中国,中国台湾
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,木子落,阿里的用 狸猫盘搜 吧，你发那个不好用的，搜不到资源,0,,2023-09-21 10:43:40,中国,四川
2023-09-21,想找什么资源，用它搜就是了,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506955&idx=1&sn=35e6d94c967e2b94242f5ac9a8bc2ade&chksm=e8247beadf53f2fca2c16d3cc9fd5320409689760ee58c58e96685ccc621b38212bdd4a1b2f4#rd,STONE,太实用了,0,,2023-09-21 09:32:58,中国,江苏
2023-09-20,新发现个国产软件神器,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506935&idx=1&sn=0b040c6ef30631086719127aee6ae256&chksm=e8247c16df53f5006eb08d3655c2e3b9cb951f179d843da08e6274ae3013089e91ea2ba1ab0c#rd,spring,和向日葵相比呢,1,延时较高，臃肿，好多无用功能和广告，付费业务太多，不过它的白板功能不错,2023-09-20 08:23:28,中国,湖南
2023-09-20,新发现个国产软件神器,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506935&idx=1&sn=0b040c6ef30631086719127aee6ae256&chksm=e8247c16df53f5006eb08d3655c2e3b9cb951f179d843da08e6274ae3013089e91ea2ba1ab0c#rd,皮卡丘,企业用的多,2,,2023-09-20 10:08:52,美国,
2023-09-20,新发现个国产软件神器,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506935&idx=1&sn=0b040c6ef30631086719127aee6ae256&chksm=e8247c16df53f5006eb08d3655c2e3b9cb951f179d843da08e6274ae3013089e91ea2ba1ab0c#rd,00木木,界面看起来和 todesk 差不多，更像早期的todesk，现在todesk也越来越臃肿了,2,,2023-09-20 09:23:55,中国,广东
2023-09-20,新发现个国产软件神器,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506935&idx=1&sn=0b040c6ef30631086719127aee6ae256&chksm=e8247c16df53f5006eb08d3655c2e3b9cb951f179d843da08e6274ae3013089e91ea2ba1ab0c#rd,七加一i,win自带的不鸡肋吧，局域网内最强，公网的话可以考虑IPv6实现，很强的,1,[强],2023-09-20 18:21:02,中国,北京
2023-09-20,新发现个国产软件神器,http://mp.weixin.qq.com/s?__biz=MzIyMjg2ODExMA==&mid=2247506935&idx=1&sn=0b040c6ef30631086719127aee6ae256&chksm=e8247c16df53f5006eb08d3655c2e3b9cb951f179d843da08e6274ae3013089e91ea2ba1ab0c#rd,我还是太年轻啊,这个也太好了,0,,2023-09-21 20:59:04,中国,吉林
