文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,阅读数,在看数,点赞数,留言数
2021-12-27,微信推出网页版「文件助手」，又多了一个卸载客户端的理由,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528421&idx=1&sn=6c6c7ecf3026d2ddeb7fb2cdfe0a79cd&chksm=fdb39a8fcac41399abfb96685b679825f338d995c6f727b57626a43a4e1a1a26aea6d4d46439&scene=27#wechat_redirect,网页版「文件传输助手」算是解决了微信跨平台传输文件的痛点。,JamesHopbourn,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRhBntpuLReCD3XxeeTsK0P763Ekb1AL6oxTj2uW0gZ1YZXSGqD80q9SY48f4kdKBWALAWxvfSSFGg/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,21788,21,49,17
2021-12-25,在2021年重拾纸笔书写：唤醒每人都有的肌肉记忆,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528396&idx=2&sn=943f01a813eb2f189f4e8eb601585e21&chksm=fdb39aa6cac413b0734c8902a6434af47a795ecbc8d0bb18f1c705c2976d6ec99f6b4602b5b7&scene=27#wechat_redirect,谢谢，在买字帖了。,北鸮,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiaRgicwNtcgAXn5JrZVvAep0ORfAX4SlscdeBicmH3HVzRPQleNm5IgibFv4h4DT26PrUDejrX6UdU1Q/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,4033,9,22,7
2021-12-25,给自己最特别的「双旦」礼物：用这4招定制你的专属乐高,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528396&idx=1&sn=289ec8898cceba154c0266e1d1d21ea8&chksm=fdb39aa6cac413b0395c228f68013b81d6508ac179707eae77b961872a5095ac2d7e27df68f1&scene=27#wechat_redirect,MerryChristmas🎉,许万里Alva,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiaRgicwNtcgAXn5JrZVvAep0lmCiaZ1A8yiaicV2RiaVadloRFI5o9W5heUqesfcY8ISa3iboibuVTfHfMgQ/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,9740,13,17,9
2021-12-24,送码｜为什么要记录性生活？谈谈开发Aphrodite背后的故事,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528342&idx=2&sn=1287555f063a103e95846fcf63b8d820&chksm=fdb39afccac413ea12b1cd0c8aca49a9825ee7c0a3c8d9baec0218279a5101ed9341cd797b9d&scene=27#wechat_redirect,希望大家能有机会用上。,张张张子恒,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiaRgicwNtcgAXn5JrZVvAep0pKSMpwHzoop2zJcs2FYY82ugpSYy7JibyujVXXick7EQVria2efbqJbIw/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,13439,9,36,39
2021-12-24,今晚20，00来B站直播间，让你的iPad充满「创造力」,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528342&idx=3&sn=2e10cc27bc22265c649b661fa69a49bc&chksm=fdb39afccac413eaa7358998e920366618937c9beedb2459ec90e0794cf0f174ffcb16988678&scene=27#wechat_redirect,周六不上班，周五一起玩。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiaeArcugGSU8DENJurm2kamn8iaS9eRvvfp4tVK8gRYp7sgUSq9npW3qg/0?wx_fmt=jpeg,,否,3,1886,0,3,2
2021-12-24,手机也能用的6个「油猴」脚本，让你的浏览器秒变效率「神器」,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528342&idx=1&sn=d1c9c2e2e3b055337a5e0fa657598931&chksm=fdb39afccac413eaff15ea04a30d62ed908f1a1f02d42134165fbccd022a01c29806181627bc&scene=27#wechat_redirect,确实好用。,kokdemo,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiaRgicwNtcgAXn5JrZVvAep002fOmiaj6GqKAOJat34VwJYcJ6Qr315hrwribJMvic6ddgWlReq028VJA/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,20710,16,31,11
2021-12-23,有奖｜2021付费内容年度精选上架，8款热门栏目促销中,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528301&idx=2&sn=134ec968584e7833b663979c9f4b50ba&chksm=fdb39a07cac413111057dc2779be6739f6097d11d65fe981dffe049caeceb7c04a3f4c7181bf&scene=27#wechat_redirect,买就完了。,数字工具组,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiaDibmibArfYBdoxNIYNznrkTSnwrdribQibdLj7glBLuMdjs4Z2k70Ch4iaQ/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,3477,3,6,9
2021-12-23,本周五晚20，00来B站一起玩音乐,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528301&idx=3&sn=6400e87893cf55a6fa92916a4d3136df&chksm=fdb39a07cac41311fee7c22ba0720f4c52f0739a148be2cdea3237ff4741d8f9542967298838&scene=27#wechat_redirect,周六不上班，周五一起玩。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiaeArcugGSU8DENJurm2kamn8iaS9eRvvfp4tVK8gRYp7sgUSq9npW3qg/0?wx_fmt=jpeg,,否,3,1376,0,4,0
2021-12-23,iOS、Android、PC值得下载的6个App,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528301&idx=1&sn=83ef9531714275f7a402b4193ab036da&chksm=fdb39a07cac41311d88580c234a7c600dec71f9641330761a1265307c51caf546f57185d6cac&scene=27#wechat_redirect,如果发现了其它感兴趣的App或者关注的话题，也欢迎在评论区和我们进行讨论。,少数派编辑部,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiavOEVJrOyqA79pFt2me3ozOE4ficvAYuXR3Wicq44vr3pbppOm2pwgicZCtBedJfZ9c6DL23aQfeehw/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,22095,7,26,10
2021-12-22,被Google认可的「好设计」，这3款应用是今年的年度最佳,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528227&idx=2&sn=c2591747ca246866d54f1cc6f5c374cc&chksm=fdb39a49cac4135f1e1635275b112516ef68828e70b097f97f4885dbbb0ca5fdaa1d861d20aa&scene=27#wechat_redirect,欢迎你在评论区与大家分享你心中的「年度设计」。，,黎明前线Alan,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiacawny96Tk39e00SoianE4iabu7RV1CR6SJV1NRgMlYNeHlSyQEv5GTLg/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,7680,4,15,0
2021-12-22,不读可以先收藏：本月值得一读的7篇好文,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528227&idx=3&sn=71cf68a5d72f5da2d17ada840a392949&chksm=fdb39a49cac4135f3369a8ae74a8b76b7ec341e144d2ac4b9337f5b67330bf842172060e5579&scene=27#wechat_redirect,收藏了也请记得好好读。,少数派编辑部,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiaZbDPYbSbRoQdjFS1C9iamtXuicyCsQZLuQNgB22Vqq4mna50Wpye6mGg/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,3,2218,1,6,1
2021-12-22,2022年了，「智能」助手会怎么玩？,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528227&idx=1&sn=eb38abb9532aa5f6750d973d5a910da8&chksm=fdb39a49cac4135f4fd56bf1dcc15241db0b67656212e16e66f805816ef2b0e9ad7b61c10520&scene=27#wechat_redirect,对话OPPO数智工程事业部总裁刘海锋。,M00Nface,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiasjeBCibic6QP0UCDMuWFuBiacmSxwrZYQSpJ8MqEnhXBBVtwoohjalZ7Il7XQNXleeJ2WurlOkLTyg/0?wx_fmt=jpeg,,是,1,16045,11,37,0
2021-12-21,彩蛋｜40+张精美照片，回顾少数派的2021大理团建之旅,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528151&idx=2&sn=18af20e646e7091ec4953ecf6e1f2e43&chksm=fdb39bbdcac412ab910070d11c635a0f2e29ab605e6926476d86d0047478f6c1ca0ef5458cb3&scene=27#wechat_redirect,是的，少数派也有法师局。,少数派编辑部,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRjBp9EbL5oxicV8zUM6qNHhyzKicicyiaMSfVfDMBacBCrNpJNYQZjwgp4ialRQwIky0dGGZsHkOqRbpOg/0?wx_fmt=jpeg,https://sspaime.feishu.cn/file/boxcnH9NNEemdzsAAPTTwiQEWdd?from=from_copylink,是,2,3733,5,14,7
2021-12-21,一派讨论·每人分享一个回忆里的故事,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528151&idx=3&sn=8124acdcce92bcabd5616af2dc3f796b&chksm=fdb39bbdcac412ab1de84f953d423ca0018f67e793dee3abefc553c7e03676b6cff5d60c6d8d&scene=27#wechat_redirect,希望大家的回忆，都能微笑提起。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiaMQlh4vjicU3A6MwuxdwHvU5ic7ajQGBKB56rHRENI0GkxDIK7uVXymnqcttJOiasxanyQU4PFuqZgw/0?wx_fmt=jpeg,,否,3,599,0,2,1
2021-12-21,动动手指就能效率翻倍，Windows里的鼠标中键原来这么好用,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528151&idx=1&sn=30cf7be9a5e0e3448e5a5fd32690cdb0&chksm=fdb39bbdcac412abde14a28e2682a6c4a3d4f3764679015126ff827bc24b476ba952374bf85b&scene=27#wechat_redirect,本文将以三个常用的使用界面为例，详细演示鼠标中键的各类功能。,柯帕,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRhibg0tgickPLHlscdHhQ3ULbPVGH2GPC9dsVPdk0VOGBic0ibJekAU7TtkFGrUtKlSxUvf0RibCYmhntg/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,15777,18,60,19
2021-12-20,疫情之下的遗憾与精彩：第6届「移动应用创新赛」落下帷幕,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528068&idx=2&sn=23fdeca4852236e5c9e4d268ad08147b&chksm=fdb39beecac412f81249d5300fab3b781ffa42ab715c1e05962690ec5046c8bb3001b0c8669b&scene=27#wechat_redirect,年轻真好。,waychane,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRhibg0tgickPLHlscdHhQ3ULbNEqYfg1CulGEfHAxIyDiaKsJtYeQ1RbgtOe9ibvFwrUTBBPR4fm0XbicQ/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,1289,2,6,0
2021-12-20,遗珠之憾｜你可能错过了这3篇好文章,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528068&idx=3&sn=913b524895ce42ab93ccd81b4e6c2b7e&chksm=fdb39beecac412f88ecd75ef8be2317d03751176339fe896e645f506d7962a2ab76990f544a2&scene=27#wechat_redirect,不要错过这些「沧海遗珠」。,,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRjSyicSWXRYMPLK2NRCqmqruq413NMnTIGpWasHMXW5t3aFL4NHnlQxfR45wxuOtS8IKkowiao5FFHQ/0?wx_fmt=jpeg,https://sspai.com/s/nqlq,否,3,1374,0,6,0
2021-12-20,「颜值」是第一生产力，这6个软件让你的Mac好用又好看,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528068&idx=1&sn=22365b81f283d41c11fa847a5e3245a7&chksm=fdb39beecac412f8ad21b711e4fbd3552de471eb6b432dc4674b85b06c060440541380a51d29&scene=27#wechat_redirect,可爱是第一生产力。,胖鱼要进步,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRhibg0tgickPLHlscdHhQ3ULbibFAkV1Gk7d3gT0sZQcpH4VjKpibSbvNWB5HiaC4tGJdciaJdNJVUBAdaA/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,21103,27,50,24
2021-12-19,我们最近又买了7个好用的东西,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247528006&idx=1&sn=cca807f70d5c4b59772674de6caa0fa0&chksm=fdb39b2ccac4123a647a3e7bf552b77eba468721e8b2023f4efe97ccf09f7eb9af3f5965fb72&scene=27#wechat_redirect,我也好想买iPhone13mini哦。,少数派编辑部,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRhnAMIpibW5XnGSUU1oJIichFREKpBJFqbFPn8PdnyGiaBGibBeUPXymyRYtMtkNXUgFliaJlhCCM23Ctg/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,52042,14,43,25
2021-12-17,选出你最爱的App，少数派2021「年度之选」等你来投票,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247527957&idx=2&sn=65deb16ee65e633ad64d260d0cc92aba&chksm=fdb39b7fcac41269449d56da76147066f27c9c0d0ee703a8d51f189a4d5ffdc47b35831cf5e6&scene=27#wechat_redirect,你一票，我一票，水獭明天就出道。,少数派编辑部,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiatsXwSpaQ9ps01tUicFJZZ3cZlEIvPXxH7xPT7blx5s3CkBKquA94DNRM3o032oNPBjPq1O7K723g/0?wx_fmt=jpeg,https://jinshuju.net/f/Tjm2we,否,2,5017,2,8,0
2021-12-17,来到现实以下，如何在北京过好「文艺生活」,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247527957&idx=3&sn=8f715e14e58c4ea3ae316ce50c736552&chksm=fdb39b7fcac41269517140a582c127b98c74f68c5902ac8ffd7d4d695f84d9e22332957a40c9&scene=27#wechat_redirect,希望大家都能过上自己喜欢的生活。,红拂少女,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiatsXwSpaQ9ps01tUicFJZZ33iawZhzkHmCiclJ0TicHjibe7d1H5BJvGrUVFZQaPZHKhGXqlbmObG4CXw/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,3,1084,3,13,3
2021-12-17,今晚8点，B站直播间见,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247527957&idx=4&sn=0980427884410617e5d1b1ca8eb68dfd&chksm=fdb39b7fcac41269185917cc0a8d650019e42cd5c32a745a164e54f5299292cb971a699eee19&scene=27#wechat_redirect,梦幻联动,数字工具组,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiatsXwSpaQ9ps01tUicFJZZ3icEQu0ibMwmiba4DicjiagszH7uvwv2ho8Q2xPrnn20d9rcLscH3dHAAbJw/0?wx_fmt=jpeg,,是,4,1114,0,4,0
2021-12-17,水果忍者、愤怒的小鸟……曾经霸占我们手机的10+款游戏现在怎样了？,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247527957&idx=1&sn=9f4a187ccad84745b2ef598bb57c1609&chksm=fdb39b7fcac412696f8eda43c47d7e6638583769845d552eec4bbce4669860cf0d83b331a0d7&scene=27#wechat_redirect,以前的游戏真的好好玩啊。,宛潼,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRiatsXwSpaQ9ps01tUicFJZZ37NK1CGW8jdCGzINDW1qNvUCwvqLLibGjdJGhibic3FQBxCibicblOv5G9MQ/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,1,21311,59,96,54
2021-12-16,写给工友的情书：做一个好吃的披萨也许没你想的那么难,http://mp.weixin.qq.com/s?__biz=MzU4Mjg3MDAyMQ==&mid=2247527841&idx=2&sn=e47206b1e659e8d575b6a444c8003f90&chksm=fdb398cbcac411dd29bcd0cc282921c21fbc041791792b74d552c124f089ab65be3254f7968b&scene=27#wechat_redirect,普拉提，虎哥喊你吃披萨啦！,Microhoo,http://mmbiz.qpic.cn/sz_mmbiz_jpg/oylw20gGnRjm4euriach8bUpYbDzU36uA9HMibnjbDaDGKlhENTnRNKXVb4J63OFeVFyt3cNW6dNBMDWkFaBSfnA/0?wx_fmt=jpeg,https://mp.weixin.qq.com/mp/homepage?__biz=MzU4Mjg3MDAyMQ==&amp;hid=1&amp;sn=173eaf73203b69f932866189b3112485&amp;scene=25#wechat_redirect,是,2,2660,5,11,2
